                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.86521,                0.66168,                0.90061,                0.53447,                0.48018,                0.49534,                0.31578,                 1.2099,                 1.1815,                 1.0841,             0.00021213,             0.00021213,             0.00021213
                     73,                0.85698,                0.65479,                0.90816,                0.54483,                0.44739,                0.48695,                0.31006,                 1.2091,                 1.1505,                 1.0936,             0.00020506,             0.00020506,             0.00020506
                     74,                0.83631,                0.65427,                0.91175,                0.59363,                0.41542,                0.48633,                0.30497,                 1.2239,                 1.1783,                 1.1034,             0.00019799,             0.00019799,             0.00019799
                     75,                0.84663,                0.64369,                0.91006,                0.57222,                 0.4323,                0.49184,                0.31069,                 1.1963,                 1.1107,                 1.0924,             0.00019092,             0.00019092,             0.00019092
                     76,                0.84589,                0.64552,                  0.914,                 0.7655,                0.45915,                0.51121,                0.31878,                 1.1994,                 1.0941,                 1.0959,             0.00018385,             0.00018385,             0.00018385
                     77,                0.83941,                0.64127,                0.90852,                0.75703,                0.46263,                0.51428,                0.31681,                 1.1969,                 1.1073,                 1.0948,             0.00017679,             0.00017679,             0.00017679
                     78,                0.81542,                0.63036,                0.90456,                0.56559,                0.48331,                0.51188,                  0.318,                 1.2032,                 1.1266,                 1.0957,             0.00016972,             0.00016972,             0.00016972
                     79,                0.81963,                0.64602,                0.90101,                0.55904,                0.47209,                0.50672,                0.31582,                 1.1724,                 1.1054,                 1.0746,             0.00016265,             0.00016265,             0.00016265
                     80,                0.81176,                0.63363,                0.90007,                0.53891,                0.49072,                0.49812,                 0.3127,                 1.1761,                 1.1439,                 1.0709,             0.00015558,             0.00015558,             0.00015558
                     81,                0.79285,                0.61827,                0.89488,                0.53134,                0.47116,                0.49622,                0.30806,                 1.1977,                 1.1605,                 1.0811,             0.00014851,             0.00014851,             0.00014851
                     82,                0.84133,                0.65066,                0.89794,                0.76384,                0.43214,                0.49691,                0.31752,                 1.1748,                 1.1338,                 1.0729,             0.00014144,             0.00014144,             0.00014144
                     83,                0.79379,                0.62537,                0.90906,                0.75669,                0.43836,                0.49843,                0.31708,                 1.1832,                 1.1319,                 1.0753,             0.00013437,             0.00013437,             0.00013437
                     84,                0.82792,                0.62088,                0.90021,                0.70754,                0.45611,                0.49634,                0.31657,                 1.1829,                 1.1442,                 1.0744,             0.00012731,             0.00012731,             0.00012731
                     85,                0.83315,                0.63217,                0.90331,                0.76368,                0.41534,                0.49053,                0.31178,                 1.1793,                 1.1763,                 1.0746,             0.00012024,             0.00012024,             0.00012024
                     86,                  0.843,                0.63059,                0.90413,                0.70299,                0.45291,                0.48594,                0.30876,                 1.1732,                 1.1691,                 1.0646,             0.00011317,             0.00011317,             0.00011317
                     87,                0.85628,                0.65558,                0.91056,                0.73558,                0.43706,                0.48749,                  0.319,                 1.1635,                 1.1771,                 1.0621,              0.0001061,              0.0001061,              0.0001061
                     88,                0.80565,                0.61153,                0.90037,                0.73705,                0.44263,                 0.4958,                0.32331,                 1.1628,                 1.1671,                 1.0627,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.83638,                0.62098,                 0.8996,                0.77691,                0.42874,                0.50246,                0.32433,                 1.1727,                 1.1607,                 1.0683,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.81076,                0.59542,                0.89176,                0.51771,                0.47683,                0.50448,                0.32607,                 1.1649,                 1.1528,                 1.0726,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.79875,                0.62633,                0.88182,                0.56029,                0.44177,                0.49088,                0.31784,                 1.1553,                 1.2496,                 1.0597,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.80155,                0.61387,                0.88088,                0.54546,                0.44823,                0.48559,                0.31386,                 1.1815,                 1.2724,                 1.0725,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.81122,                0.60062,                0.88232,                0.52962,                0.45674,                0.48166,                0.31002,                 1.1928,                 1.1917,                 1.0847,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.77586,                0.58341,                0.87224,                0.53325,                  0.471,                0.49046,                0.31307,                 1.1709,                 1.1497,                 1.0762,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.75951,                 0.5667,                0.86586,                0.56474,                0.46052,                0.49178,                0.31295,                 1.1752,                  1.143,                  1.077,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.75897,                0.56571,                0.86962,                0.58905,                0.45528,                0.49851,                0.31857,                 1.1862,                 1.1385,                 1.0827,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.77441,                0.56168,                0.87348,                0.76105,                 0.4495,                0.50256,                 0.3216,                 1.1743,                 1.1323,                 1.0807,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.78144,                0.57752,                0.87605,                0.57823,                0.45835,                0.50302,                0.32211,                 1.1534,                 1.1142,                 1.0748,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.77439,                0.57264,                0.86845,                 0.7582,                0.44758,                0.50236,                0.32339,                 1.1571,                 1.1167,                 1.0789,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.76068,                0.55735,                0.86128,                0.58948,                0.45431,                0.50526,                0.32604,                 1.1587,                 1.1216,                 1.0787,             1.4209e-05,             1.4209e-05,             1.4209e-05
